[Description]
Title: As The World Caves In
Artist: Sarah Cothran COVER

[Audio]
BPM: 124
Offset: 2000
Signature: 4/4

[Note]
1279, 0, 4
1770, 0, 0
2559, 0, 4
3541, 0, 4
4522, 0, 0
5546, 0, 4
6463, 0, 0
7402, 0, 0
8447, 0, 3
9429, 0, 3
10389, 0, 3
11327, 0, 3
12245, 0, 1
13141, 0, 1
14101, 0, 1
15146, 0, 1
16127, 0, 4
17087, 0, 4
18047, 0, 0
18986, 0, 0
19946, 0, 3
20949, 0, 3
22015, 0, 1
22890, 0, 1
23914, 0, 4
24895, 0, 4
25813, 0, 0
26730, 0, 0
27818, 0, 3
28799, 0, 3
29631, 0, 1
30677, 0, 1
31637, 0, 4
32575, 0, 0
33599, 0, 4
34559, 0, 4
35541, 0, 0
36522, 0, 4
37503, 0, 0
38399, 0, 0
39381, 0, 4
40383, 0, 0
41343, 0, 4
42239, 0, 0
43221, 0, 1
43221, 0, 3
44287, 0, 4
45205, 0, 0
46207, 0, 4
47146, 1, 0, 50090
50986, 0, 4
51967, 0, 4
52949, 0, 4
53951, 0, 4
54869, 1, 4, 58282
58751, 0, 0
59711, 0, 0
60586, 0, 0
61546, 0, 0
62591, 1, 4, 64533
66474, 1, 0, 69354
70314, 1, 3, 78015
79978, 0, 3
81983, 0, 1
83882, 0, 4
85823, 0, 0
87743, 0, 4
91583, 0, 0
95466, 0, 4
99349, 0, 0
103231, 0, 4
107071, 0, 0
111935, 0, 4
112895, 0, 0
113877, 0, 4
114815, 0, 0
115797, 0, 4
116778, 0, 0
117738, 0, 0
118741, 0, 0
118762, 0, 4
119701, 0, 1
119701, 0, 3
120661, 0, 4
121663, 0, 0
122602, 0, 4
123626, 0, 0
124501, 0, 4
125503, 0, 0
126527, 1, 4, 133610
134229, 1, 0, 140885
141973, 1, 3, 145493
145855, 0, 3
146794, 0, 3
147797, 0, 3
148757, 0, 3
149781, 1, 1, 153301
153621, 0, 4
154559, 0, 4
155498, 0, 0
156522, 0, 0
157461, 1, 4, 158762
