[Description]
Title: Welcome To Hell
Artist: GRDNO & SBY

[Audio]
BPM: 82
Offset: 2000
Signature: 4/4

[Note]
2837, 0, 2
5183, 0, 4
7701, 0, 0
10069, 0, 3
12607, 0, 1
15039, 0, 0
15082, 0, 4
17535, 0, 1
17557, 0, 3
20010, 0, 2
20607, 0, 2
21269, 0, 2
21866, 0, 2
22506, 0, 4
23146, 0, 0
23743, 0, 3
24405, 0, 1
24981, 0, 1
25578, 0, 3
26239, 0, 4
26815, 0, 0
27477, 0, 0
27498, 0, 4
28650, 0, 0
28671, 0, 4
29909, 0, 0
29930, 0, 4
31189, 0, 0
31189, 0, 4
32383, 0, 3
33002, 0, 1
33621, 0, 3
34303, 0, 1
34922, 0, 3
35498, 0, 1
36117, 0, 3
36757, 0, 1
37354, 0, 3
37994, 0, 1
38549, 0, 3
39189, 0, 1
39807, 0, 0
39807, 0, 4
40383, 0, 4
40405, 0, 0
40981, 0, 0
40981, 0, 4
41557, 0, 2
42922, 0, 3
44138, 0, 1
44757, 0, 3
45397, 0, 1
45973, 0, 1
46634, 0, 3
47274, 0, 0
47274, 0, 4
47871, 0, 2
48511, 0, 1
48511, 0, 3
49087, 0, 2
49749, 0, 1
49770, 0, 3
50346, 0, 0
50346, 0, 4
50965, 0, 1
50965, 0, 3
51562, 0, 0
51562, 0, 4
52181, 0, 2
52821, 0, 3
53439, 0, 4
53738, 0, 2
54079, 0, 0
54378, 0, 1
54698, 0, 3
55957, 0, 3
56234, 0, 1
56554, 0, 0
56831, 0, 2
57173, 0, 4
58431, 0, 4
58709, 0, 0
59029, 0, 3
59306, 0, 1
59605, 0, 2
60266, 0, 2
60863, 0, 2
61503, 0, 1
61503, 0, 3
62101, 0, 0
62101, 0, 4
62719, 0, 2
63338, 0, 2
63999, 0, 0
63999, 0, 4
64597, 0, 3
65215, 0, 1
65855, 0, 1
66474, 0, 3
67071, 0, 0
67071, 0, 4
67733, 0, 1
67733, 0, 3
68287, 0, 2
68970, 0, 0
68970, 0, 4
69546, 0, 1
69546, 0, 3
70165, 0, 1
70165, 0, 3
70805, 0, 1
70805, 0, 3
71402, 0, 2
72021, 0, 4
72042, 0, 0
72618, 0, 2
73877, 0, 2
75093, 0, 3
75114, 0, 1
76010, 0, 4
76031, 0, 0
76330, 0, 4
76373, 0, 0
77546, 0, 3
77589, 0, 1
78826, 0, 3
78847, 0, 1
80042, 0, 3
80063, 0, 1
81279, 0, 0
81279, 0, 4
81877, 0, 2
84415, 0, 1
84415, 0, 3
86933, 0, 4
86954, 0, 0
88703, 0, 0
88725, 0, 4
89962, 0, 4
89983, 0, 0
91199, 0, 2
92394, 0, 2
93674, 0, 2
94293, 0, 1
94293, 0, 3
96106, 0, 0
96106, 0, 4
98623, 0, 2
101141, 0, 2
