[Description]
Title: Bang
Artist: AJR

[Audio]
BPM: 140
Offset: 2000
Signature: 4/4

[Note]
5781, 0, 2
7445, 0, 0
8277, 0, 4
9130, 0, 1
9834, 0, 3
10261, 0, 2
10495, 0, 4
10495, 0, 0
10922, 0, 1
11711, 0, 3
12607, 0, 2
13354, 0, 4
13354, 0, 0
13717, 0, 1
13738, 0, 3
13973, 0, 2
14421, 0, 0
15167, 0, 4
16063, 0, 1
16917, 0, 3
17791, 0, 2
18645, 0, 0
18645, 0, 4
19071, 0, 1
19071, 0, 3
19477, 0, 2
21098, 0, 0
21973, 0, 4
22847, 0, 1
23573, 0, 3
23957, 0, 2
24170, 0, 4
24191, 0, 0
24575, 0, 1
25386, 0, 3
26282, 0, 2
27029, 0, 4
27029, 0, 0
27391, 0, 1
27413, 0, 3
27626, 0, 2
28074, 0, 0
28949, 0, 4
29823, 0, 1
30655, 0, 3
31487, 0, 2
32319, 0, 4
32341, 0, 0
32725, 0, 1
32725, 0, 3
33151, 0, 2
34858, 1, 0, 37802
35775, 0, 4
36629, 0, 3
37482, 0, 1
38335, 1, 4, 41706
39146, 0, 0
40063, 0, 1
40895, 0, 3
43000, 1, 1, 44287
43000, 1, 3, 44287
46101, 0, 0
46122, 0, 4
46421, 0, 3
46442, 0, 1
46911, 0, 2
48597, 1, 0, 51626
49514, 0, 4
50431, 0, 3
51178, 0, 1
52031, 1, 4, 54911
52927, 0, 0
53823, 0, 1
54634, 0, 3
55551, 1, 1, 56511
55551, 1, 3, 56511
59733, 0, 4
59733, 0, 0
60138, 0, 1
60159, 0, 3
60629, 0, 2
