[Description]
Title: No War
Artist: MVDNES n Jet Crown

[Audio]
BPM: 105
Offset: 1000
Signature: 4/4

[Note]
4842, 1, 0, 6634
7039, 1, 4, 8831
9471, 0, 1
9493, 0, 3
10154, 0, 0
10602, 0, 4
11157, 0, 0
11711, 0, 3
12330, 0, 1
12863, 0, 4
13461, 0, 0
14591, 0, 1
15167, 0, 0
15765, 0, 1
14015, 1, 4, 16042
16853, 0, 3
17429, 0, 4
18026, 0, 3
16298, 1, 0, 18261
18581, 0, 1
19157, 0, 3
19754, 0, 3
20287, 0, 1
20863, 0, 4
20863, 0, 0
21439, 0, 1
21461, 0, 3
22549, 0, 2
23722, 0, 2
24831, 0, 2
25983, 0, 2
27135, 0, 2
28287, 0, 3
28330, 0, 1
29418, 0, 0
29439, 0, 4
30591, 0, 0
30591, 0, 4
31701, 0, 1
31701, 0, 3
32895, 0, 0
33471, 0, 4
34026, 0, 3
34581, 0, 1
35135, 0, 0
35754, 0, 4
36287, 0, 3
36842, 0, 1
37482, 0, 3
38015, 0, 4
38570, 0, 0
39125, 0, 1
39765, 0, 3
40341, 0, 1
40874, 0, 3
41429, 0, 4
41471, 0, 0
42602, 0, 3
43157, 0, 1
43711, 0, 1
44287, 0, 3
44885, 0, 2
45439, 0, 2
45994, 1, 0, 47679
45994, 1, 4, 47701
50623, 1, 1, 52501
50623, 1, 3, 52501
55210, 0, 4
55743, 0, 0
56362, 0, 4
56874, 0, 0
57450, 0, 1
58047, 0, 3
58623, 0, 1
59157, 0, 3
59711, 0, 0
60330, 0, 4
60885, 0, 0
61461, 0, 4
62015, 0, 4
62015, 0, 0
62591, 0, 4
62591, 0, 0
63146, 0, 4
63146, 0, 0
63743, 0, 0
63743, 0, 4
64319, 1, 3, 66026
66581, 1, 0, 68351
68885, 1, 4, 70549
71167, 1, 1, 72874
73471, 0, 1
73471, 0, 3
74026, 0, 0
74026, 0, 4
74581, 0, 4
75135, 0, 0
75733, 0, 0
76351, 0, 4
76885, 0, 1
77439, 0, 3
78015, 0, 3
78591, 0, 1
80277, 0, 2
80853, 0, 2
81429, 0, 2
81983, 0, 2
84863, 0, 0
84863, 0, 4
85994, 0, 4
86015, 0, 0
86591, 0, 4
86591, 0, 0
87701, 0, 1
87701, 0, 3
88853, 0, 4
90005, 0, 0
91135, 0, 1
92309, 0, 3
93461, 0, 3
94570, 0, 1
95765, 0, 4
96341, 0, 0
96917, 0, 0
97471, 0, 4
98154, 0, 3
98581, 0, 1
99178, 0, 0
99775, 0, 4
100330, 0, 3
103146, 0, 2
104874, 0, 2
105407, 0, 2
107690, 0, 0
107711, 0, 4
108287, 0, 2
109994, 0, 0
110570, 0, 4
111146, 0, 4
111701, 0, 0
112319, 0, 1
112874, 0, 3
113407, 0, 3
113962, 0, 1
114538, 0, 2
115690, 0, 2
116842, 0, 2
118037, 0, 2
